,0,1
126,1.4290568165568848e-05,9.251243207748596e-05
127,-1.0428316200070786e-07,-4.0308930873243946e-05
128,8.072607974108228e-05,-6.092960287911969e-06
129,-1.6752493457567103e-05,2.030844036715085e-05
130,7.819183604862392e-05,2.8326837616896863e-06
131,-1.8972438669959861e-07,-4.1084475465060046e-05
132,2.967852293446033e-05,-2.215337016706236e-05
133,2.7728384703564705e-05,4.4776318605463375e-05
134,-8.469329059752147e-06,7.951404968857988e-05
135,-5.363448518431746e-05,-8.038931859503332e-06
136,7.836283465066628e-05,-5.680596668736095e-05
137,2.469738079004481e-05,-7.750145886923862e-05
138,-6.034516593347612e-05,2.547619582383261e-05
139,6.256501577031169e-05,-1.684955578138245e-05
140,2.2291727014944347e-05,-3.560260631310839e-05
141,-1.0397035429077156e-05,6.598160738808169e-05
142,1.2197366567992855e-05,-5.493654191505513e-05
143,1.010528286727748e-05,8.85499580711196e-05
144,-3.83181993199304e-06,5.970686577562658e-05
145,3.6359082731456406e-05,-3.445389993118513e-05
146,-3.134646030691732e-05,-4.185636944820248e-05
147,8.747872382747409e-05,-3.63750025053546e-06
148,8.302461064739449e-05,1.0992952314181296e-05
149,-1.4244829698185573e-05,-3.7071053246827694e-05
150,-9.220249859108538e-06,6.947531513086785e-06
151,-3.729887068657341e-05,-6.183465949051163e-05
152,-5.120333310421859e-05,-2.4730428254407457e-05
153,-1.909820352006051e-07,5.8220776217371664e-05
154,3.872887467779632e-05,7.185093296747671e-05
155,5.887837677829632e-05,1.6054482265829436e-05
156,8.252069607047944e-05,-7.449606852241055e-06
157,-9.10973771602559e-05,-2.2215127677171776e-05
158,-9.212039534807236e-05,-2.868189027568495e-05
159,4.362617091077121e-05,1.9302045517270928e-05
160,-2.13941417896983e-05,-2.46037953979759e-05
161,-4.6160799832127753e-05,-5.961890750659753e-05
162,-6.195220947828145e-05,4.882334185630462e-05
163,3.549721085052339e-05,-3.141034436721493e-05
164,1.1283496093103195e-05,-2.5399595149567844e-05
165,6.498423337982042e-05,-6.156964368094224e-05
166,-1.2623210031892612e-05,-4.521534668031384e-05
167,-5.847292409350023e-05,-7.166530920983971e-05
168,6.683491669169757e-05,3.6036724249606216e-05
169,7.454806885949762e-05,-6.391879254177691e-05
170,-8.148581355276606e-05,-3.460835566968414e-05
171,-5.6951742609155054e-05,5.145265819521548e-05
172,-6.608654029058319e-05,6.01745629881074e-05
173,-4.933246072399582e-05,-2.11310342661514e-05
174,2.9193451485725152e-05,3.779463476553275e-05
175,-7.772916252099405e-05,-3.717069623564704e-06
176,1.395207039176279e-05,-7.699551256512124e-05
177,4.974295539557365e-05,7.35541085500231e-05
178,-4.436772362391135e-05,-3.7364285344548633e-06
179,-7.123305998690765e-05,5.871870043008952e-05
180,-2.9536809007082635e-06,4.767041026338541e-05
181,7.350850142116189e-05,-5.141154568906757e-06
182,5.051925151936155e-06,7.802745020839798e-06
183,-7.429932835557658e-05,9.665568256998758e-06
184,3.277643852069835e-05,-4.7716188870290456e-05
185,7.279072125183557e-05,-1.5683550565797873e-05
186,-3.379873557259164e-05,-7.988693564862372e-05
187,9.09807554536582e-05,2.070946156457441e-05
188,-6.61773147227003e-05,6.900714654602808e-06
189,-6.337782982777159e-05,-1.824059951329307e-05
190,8.883861413819984e-06,-9.619357120931164e-05
191,2.14874642364622e-06,-3.1539871940653425e-05
192,3.64315018346972e-05,1.2325460173346058e-05
193,2.2611840789461075e-06,3.4696108089032714e-05
194,-1.2451081757275652e-05,-5.70174993262413e-05
195,-5.7718069889150936e-05,-3.2143201130330334e-05
196,-4.953028840704888e-05,7.673540736766357e-05
197,2.689133485046172e-05,-2.62594430787309e-06
198,-7.369455438964705e-05,-1.554602471622633e-05
199,8.743164523253562e-06,-7.172033305237413e-05
200,-4.140645098572759e-05,3.3655758065533227e-06
201,2.1151185883972834e-06,7.327152860274877e-05
202,4.219145584594112e-06,-1.1132329211319434e-05
203,-1.0639528940134184e-05,-3.3543094131495405e-05
204,-8.080316174341249e-05,-4.170485896058614e-06
205,-8.98422743348462e-05,3.983694669382159e-05
206,6.094307703120268e-05,-2.480841515269923e-05
207,3.2704123873316814e-06,8.867639074179111e-05
208,-2.972531303216966e-05,3.517894630425179e-05
209,5.526522576169758e-05,3.7568019503668175e-05
210,5.749866625624172e-05,-2.796830895704738e-05
211,3.59393682886874e-05,5.893556076011496e-05
212,2.728545384024046e-05,9.533027128931432e-05
213,1.3559353843106776e-05,1.0637570162443178e-05
214,5.49846290597819e-05,-1.877823182516993e-06
215,4.924125933190365e-05,2.605260218246275e-05
216,-2.845310064630995e-05,4.351455323043248e-05
217,-7.260017667381401e-06,-3.949794818257237e-05
218,-4.271045476213054e-05,8.779754937121258e-06
219,-1.368095410599971e-06,-8.804664166743477e-05
220,-9.34768311352443e-05,3.4637179235467045e-05
221,4.7432536510746165e-05,8.478568264914179e-06
222,-3.709731078550027e-05,-3.040699656121428e-05
223,7.014608875518539e-05,-4.036668511392581e-05
224,8.213051790295022e-05,-2.297680804922261e-05
225,5.233147923333093e-05,-3.529288681363984e-05
226,2.298942405961348e-05,3.3215440023376784e-05
227,-6.681549895292785e-05,5.5801621943625456e-05
228,3.450006171190646e-05,6.278644724365868e-05
229,-7.255683737312071e-05,5.886586583730486e-06
230,-6.519727931686961e-05,-7.118075057536784e-05
231,-1.1408874937408436e-05,-4.223905269851496e-05
232,5.812333890626495e-05,-5.602098946575798e-05
233,-6.51186924323062e-05,3.200462402566728e-05
234,6.657189172060186e-05,7.414730155094167e-05
235,-1.342936773656754e-05,2.561774470079317e-05
236,-4.004517943990975e-05,-6.280424274157721e-05
237,6.449474830829328e-05,-3.837594465539594e-05
238,-2.3394873895155445e-05,-3.1379757200810746e-05
239,-6.797498011325085e-05,1.2351949740073144e-05
240,-6.5170735261169225e-06,-3.321551735436425e-05
241,-3.9814563355211454e-05,-1.4023569869888702e-05
242,-8.716612287659846e-05,-2.5127766543866527e-05
243,-7.978169039219465e-05,-2.0350704759807187e-05
244,-3.972016945701212e-06,-3.00976540743694e-05
245,-2.923028528212201e-05,-6.746904070185329e-05
246,-1.2948640648157014e-05,5.25532417270962e-05
247,1.0139092757013746e-05,-1.1480380014920158e-05
248,4.160650131264256e-05,8.389481007283572e-05
249,-3.739171354516864e-05,3.180365928040045e-05
250,3.38978886617724e-05,-6.211813158996975e-05
251,8.408816661175377e-05,-1.9783748623435263e-05
252,-6.6218644658586e-06,7.981064152322503e-05
253,2.534301168438995e-05,6.623826772700335e-05
254,5.3656160184731015e-05,6.365129335176088e-05
255,3.756140985614421e-05,-2.335276519383469e-05
256,-3.55018509580887e-06,-5.094910841729046e-05
257,8.625147113423744e-06,-6.89928827423006e-05
258,-2.06741533460531e-05,9.173895947242087e-05
259,-3.791376533376685e-05,7.673454696736387e-05
260,8.953880763944157e-05,2.606347578677081e-05
261,-6.522968045346103e-05,-1.3596234936745847e-05
262,1.0454688168219192e-05,6.623816231735677e-05
263,-5.774077091128038e-05,-1.4954738859190836e-05
264,9.06069023526019e-05,-2.326077122077204e-05
265,-7.613306327139385e-05,6.908298994004288e-06
266,2.3702558952837924e-05,5.8764643279625e-05
267,7.493132283388661e-06,-6.889832362359612e-05
268,7.116624688021472e-05,2.422652513423816e-05
269,3.484393076626649e-05,-3.4812470849523885e-05
270,1.914220834748663e-06,8.376447173731423e-06
271,6.125533708548452e-06,7.255811191200336e-06
272,-2.0961679197530376e-05,8.542323368601996e-05
273,-1.9437618744660143e-05,-7.36980102178609e-05
274,3.1283882756591856e-05,-5.910917825951608e-05
275,7.143612412423158e-05,-5.406364065849909e-05
276,-7.688040904929088e-05,-2.012622292633033e-05
277,7.925186049307758e-06,-9.29016076151674e-05
278,-5.926899888501956e-05,4.478623714970863e-05
279,-6.776564725921755e-05,-5.873220075367065e-05
280,3.187830548373996e-05,5.37680041095175e-05
281,-2.341097579389573e-05,-8.146831644838595e-05
282,-1.2793926675269842e-05,-4.492493396193078e-05
283,9.97934827624571e-05,6.382714696032425e-06
284,7.659490618550495e-06,-3.7233790464919256e-05
285,-3.417592147121387e-05,-5.001207310745937e-06
286,4.344275095591287e-05,-3.673209186125999e-06
287,-5.063361792919492e-06,-4.465352334876172e-05
288,-2.5481836329777007e-05,9.557228898339068e-05
289,-4.97366789195874e-05,-4.547964038107953e-05
290,2.773638049293323e-05,-5.726723809414784e-05
291,-5.3764885052512895e-05,2.601812385254013e-05
292,-2.5905112514120068e-05,7.406454901399104e-05
293,-5.778599371063848e-05,-3.449254610215736e-05
294,2.228277064433261e-05,-2.776903294688968e-05
295,1.228024314616871e-05,8.574973082273568e-05
296,6.731655657891705e-05,-3.0440421094284726e-05
297,1.589584952964518e-05,9.769291716478903e-05
298,-1.656859655710823e-05,9.487848005848536e-05
299,8.350555327742899e-08,-6.902144236248698e-05
300,-9.872075380996e-05,5.841187296849376e-06
301,4.5768847705216094e-06,9.07406933170858e-05
302,-3.078809740104715e-05,6.109635719600538e-05
303,-2.5902626531722225e-05,-8.535092949874562e-05
304,6.6964585116652725e-06,9.366255017264164e-05
305,7.45740249147792e-05,-6.17981813050596e-05
306,-1.1626336928823315e-05,-2.529639470735564e-05
307,-1.6886202600763654e-05,6.92439527082841e-05
308,4.254354689860235e-05,8.201337992224608e-05
309,-1.4944027859604514e-05,-4.762452286891115e-05
310,3.328215022665354e-05,1.295558351363002e-05
311,-2.389097197080327e-05,8.360174024401715e-05
312,-6.628231829566928e-06,-3.460607782991157e-05
313,2.6105826129035865e-05,8.562236613704568e-05
314,8.159337271408864e-05,3.509007326832937e-05
315,-2.3659010954470538e-05,1.5843132958579968e-06
316,5.3634113032206704e-05,-5.557799800521355e-05
317,9.00321658610999e-06,6.722506124388088e-05
318,-1.1511428436928003e-05,8.813117484057798e-05
319,6.528658272420705e-05,1.629674413196294e-05
320,-6.586500856450221e-05,-2.204517814062368e-05
321,-3.041466726130265e-05,9.136857932617972e-05
322,1.933821440191976e-05,8.322204178136615e-05
323,-1.2332491538744918e-05,-4.622505315250967e-05
324,-5.595115842168153e-05,-4.2294947723605606e-05
325,5.109364284509083e-05,-2.9948074543206425e-05
326,3.659845789062847e-05,5.112436983173377e-05
327,9.82909612513049e-05,8.176249690442378e-06
328,-7.934936344825163e-05,-5.0215100948814655e-05
329,3.759091879709476e-05,-6.376770133647787e-05
330,-5.609665827187509e-05,1.277412727626377e-05
331,4.209581386406217e-05,-7.839599523949761e-05
332,-1.3822651624748034e-05,6.895572185698936e-05
333,-9.22694062321295e-05,1.831210244969537e-05
334,3.45611712773227e-05,3.080644048553446e-05
335,1.2056485257640691e-05,-1.4845220625117025e-05
336,-3.2658752004820094e-05,7.893193966671494e-05
337,5.6437333136503045e-05,-6.99323025505753e-05
338,4.2327940552891325e-05,-6.114700338229889e-05
339,-4.055016711852715e-05,-3.223201050946656e-05
340,1.4312308544756552e-05,-8.983383038369348e-05
341,-1.7861572447651968e-05,6.746285877035534e-05
342,-7.34742031905772e-05,5.471488638393573e-05
343,3.127516803377106e-05,3.114498246069323e-05
344,-5.478813019390549e-05,-6.740937532688431e-05
345,5.021073711396417e-05,7.11129347753427e-05
346,-6.886502812421881e-07,5.149894502933518e-05
347,8.520584021692684e-05,-2.3661343580178688e-05
348,-2.197346343552768e-05,6.73294523508131e-05
349,1.0832873707931694e-05,-8.903958495480276e-05
350,2.017312480810882e-05,3.681338526272415e-05
351,7.650714342341636e-06,-6.954060784834538e-05
352,-4.992967613031716e-05,-3.796373939368432e-07
353,1.0891114799079003e-05,1.7593383288868572e-05
354,7.446284757291575e-05,-4.600367543189305e-05
355,5.80493830399878e-05,-4.795500656052261e-05
356,7.063828428770652e-05,3.532675724060394e-05
357,-4.692904245974532e-05,4.507501047708197e-05
358,7.833385529330075e-05,4.813201595879499e-06
359,-2.1088739329640463e-05,6.356725436831391e-05
360,1.6781903176006166e-05,2.9500192326831177e-06
361,1.9429227157671152e-05,1.6980543781841824e-05
362,1.746942332996477e-05,6.654010188416268e-05
363,-3.238038265197323e-05,-3.589755369435985e-05
364,-4.289104937353343e-05,7.506550936576461e-05
365,-8.150922154785181e-05,-1.55884489110329e-05
366,-5.182556607717213e-05,-4.322956694134443e-05
367,-6.660381713296559e-05,-3.385650310899608e-05
368,1.625756560773597e-05,-4.822519604579432e-05
369,5.006256725473343e-05,1.189834136775889e-05
370,6.502890930463853e-05,2.8594867883517552e-06
371,-1.2454815969605454e-06,-2.92770642897499e-06
372,-3.849292839550392e-05,-7.001751307537776e-05
373,6.697607334301603e-05,-4.488020792670484e-05
374,1.41877306848232e-05,2.3901567115655395e-05
375,-3.0167125037925337e-05,3.270930870392901e-05
376,3.212443469977144e-05,4.574832517712021e-05
377,-1.0173116753556678e-05,6.282945577884166e-05
378,3.1949815023801407e-06,-3.31328791004903e-05
379,-6.924426329313112e-05,4.2501290700959946e-05
380,-7.570397975566357e-05,-4.328118287911402e-05
381,-1.5182217809420636e-05,-6.371798377873545e-05
382,-4.025386440593166e-05,-2.213821062055572e-06
383,-5.3416816588068674e-05,-2.3279799040307544e-05
384,-5.168668264973613e-05,-2.026532032186597e-05
385,-1.220644542488572e-05,9.15944901029186e-05
386,7.743895336149245e-05,4.1281737640638255e-05
387,-3.23155379362261e-06,-7.708870653698956e-05
388,5.607450799896895e-05,-2.476128712063375e-05
389,-1.369461337768856e-06,-8.246053917581438e-05
390,4.260355828919383e-05,-1.8549985129743624e-05
391,-9.970534479680432e-06,1.7127782392487495e-05
392,6.791273606349228e-05,8.398341485433704e-06
393,-2.048305903405583e-05,-6.287410875548062e-05
394,-3.4271417633873174e-07,4.673340278781874e-05
395,6.036987330992152e-05,-4.228130543068804e-05
396,3.905408328683524e-05,3.867749099345436e-05
397,3.771679303969559e-05,-2.17875336060267e-05
398,-4.041323875845735e-05,6.283476104618808e-05
399,1.8459439366211484e-05,-1.3574789552151214e-05
400,3.3523135523387608e-06,-2.998817019343332e-05
401,-2.6807074855245743e-05,-7.275110085145347e-05
402,-5.410172128065714e-05,3.249276875142604e-05
403,-1.7487709599564184e-05,6.235385039249965e-06
404,5.956819206655175e-05,2.635495250143329e-05
405,-1.8854582574754367e-05,9.056516826037402e-05
406,-7.639992162416494e-05,-5.590726548202392e-05
407,-7.381757096243505e-05,3.37397239102235e-05
408,-7.1626450902265946e-06,-2.665312893002404e-06
409,5.139122027708537e-05,3.3445443857982015e-05
410,8.690257961308652e-05,3.7356016261395455e-05
411,-8.33328836954224e-05,3.997082161002245e-05
412,4.9168966684207726e-05,3.3321679540954555e-05
413,7.65493867983596e-06,8.714477400780298e-05
414,5.815166139655101e-05,-6.640169902579149e-05
415,-9.03449302754698e-07,1.84753256201018e-05
416,1.636597951596195e-05,-5.828760117175653e-05
417,3.2647895254945536e-05,7.10259081727761e-05
418,-2.145662933574952e-05,5.161798690278258e-05
419,-2.5669898684486665e-05,9.338885217780478e-05
420,1.925674001985138e-05,9.633117254371006e-05
421,-8.569155881607758e-05,2.2912789974302933e-05
422,4.305282317579552e-05,-2.97178334904711e-06
423,4.549354362966362e-05,2.4929881476752936e-05
424,5.847562958785083e-05,-2.3095825288187543e-05
425,6.802710576143176e-05,2.62903208913112e-05
426,1.937503955775804e-05,-5.952172838685375e-05
427,-8.643354020715997e-05,4.0396252765920266e-05
428,-2.4811807566859145e-05,-8.750893514641536e-05
429,8.910568298859697e-05,1.1347649355979429e-06
430,4.187799334891904e-05,2.656553220799385e-05
431,-1.472455670127662e-05,5.241003591953436e-05
432,-3.5937529660101604e-05,3.946696632973211e-05
433,-1.5412447048250327e-05,-4.970364861344672e-05
434,2.174296381000431e-05,7.800431471880228e-05
435,5.7900579986007664e-05,2.8922000197717133e-06
436,4.9620499889308295e-05,-4.017292961530013e-05
437,7.085724876865512e-05,-3.243497568859397e-05
438,2.2002915363391365e-06,-4.1124594119990944e-05
439,-5.465684108999125e-05,-8.3646684120174e-05
440,3.861847851362274e-06,-9.884352189175772e-05
441,-2.907653130306051e-05,-2.2549833727305324e-05
442,6.612727709930944e-05,-1.6971450789901973e-05
443,-2.6725437872866207e-05,9.116819941220123e-05
444,2.3347275905488443e-05,-1.1341981567503923e-05
445,-6.550676109587161e-05,-5.5886751933771866e-05
446,9.572116229449296e-05,-1.605629708211551e-05
447,-3.148290651856367e-05,2.01388200175574e-05
448,-6.641515362196489e-05,-4.855301656100766e-05
449,-2.821649894063168e-05,3.82830647249792e-05
450,-5.660722213464842e-05,5.0200588078383625e-06
451,-4.794777257569847e-05,-6.077058495943579e-06
452,3.4969234157019983e-06,5.632255229543236e-05
453,8.191540089097294e-05,-2.170350826931452e-05
454,-7.617491793641196e-05,-2.6355962669829053e-05
455,-1.7387758129987257e-05,6.065992851854675e-05
456,-7.606472406913139e-05,-4.682801441653166e-05
457,-5.246584110974204e-05,-2.8433468129322392e-05
458,1.6804059600205302e-05,-5.7420185867724e-05
459,2.1828335093874207e-05,-7.822748098625492e-05
460,2.741182696488566e-05,4.968527691348515e-05
461,1.5748383042255858e-05,-2.3609130436418943e-05
462,-9.571291078520411e-06,-1.4745782742764383e-05
463,7.347645622320726e-05,3.317852844971388e-05
464,-1.4258902689982871e-05,-9.308189994598188e-05
465,3.40909890618515e-05,4.517134593180057e-05
466,-5.213704765796621e-05,1.27300140793827e-05
467,2.9139346862790857e-05,-7.986163460100911e-05
468,6.570728420308595e-06,7.73904888856602e-05
469,-3.971405525359506e-05,-8.622103014094405e-05
470,-2.664785154520717e-05,6.501108740595303e-05
471,-6.568928300970221e-05,7.465670435362582e-05
472,7.668868811235278e-05,4.033335274002382e-05
473,-3.090182419117133e-05,7.771608280228967e-05
474,-6.016159687646143e-05,-2.1817281636668832e-05
475,-2.0068408024343992e-05,5.5741773157164085e-05
476,4.67602597110673e-05,-8.681922217291132e-05
477,-6.369600627403409e-05,-7.418657258917856e-05
478,5.948636531526208e-05,1.4241624187127754e-06
479,5.581330414119159e-05,2.7571501230713385e-05
480,-3.006168086747599e-05,5.131567559522438e-05
481,-4.960456117445054e-05,3.792505910624656e-05
482,-2.837292061942083e-05,-5.2197127003356726e-05
483,-3.816198544823499e-05,4.377335346346648e-05
484,-4.715856363232505e-05,-2.3305804728334013e-05
485,6.562245283237197e-05,4.564837595817336e-07
486,3.55657294125773e-05,8.548117525311647e-05
487,4.597347767107834e-05,-7.338346608873637e-05
488,5.409380161530351e-05,7.785884257300537e-05
489,3.001934155399452e-05,5.005773674705682e-05
490,9.981535748226703e-05,-1.521371578962262e-06
491,9.156740500411672e-05,1.83181525879714e-05
492,8.375458115862876e-05,-2.5223016996644908e-05
493,7.995109357654748e-07,-4.920611326878557e-05
494,-1.2587554098472812e-05,3.151567942381518e-05
495,3.183923537819257e-05,-3.106403896587249e-05
496,-2.8172270460048265e-05,-1.8185536571868835e-05
497,-5.65754638983766e-05,-2.466607223421867e-06
498,4.765750323815149e-05,-5.486179280666826e-05
499,6.687379003764457e-05,4.8674449589427e-05
500,-7.931494051385846e-05,1.4508349396413458e-05
501,2.6438596666968143e-05,-8.488337918631746e-05
502,-4.901886556683033e-05,-6.44198261360146e-05
503,-7.928565516915738e-05,-7.239626177325719e-06
504,8.702435411798836e-05,2.743005338277752e-05
505,2.797840548920168e-05,-4.901337933183963e-05
506,-4.603611852202612e-05,-1.7675925461772588e-05
507,-3.00720109459522e-06,7.87247818599117e-05
508,3.44898607617675e-05,4.163206342412065e-05
509,7.609543926518973e-05,-5.607812929240932e-05
510,9.709350870821462e-05,-4.944764514982759e-06
511,1.8621224119021027e-05,-7.391930152663345e-06
512,-9.467878219317104e-05,-2.161993187597467e-06
513,1.8983515175706e-06,7.840778974420747e-05
514,-8.39021948973064e-05,8.490649035089855e-06
515,-2.0626035916200426e-05,8.524749677732948e-05
516,-9.71290128251474e-05,4.790892580702885e-06
517,-6.662151683991071e-05,2.086762540780363e-05
518,2.503463056399947e-05,-5.127616231372456e-05
519,-1.960879716262834e-05,7.881415407277955e-05
520,1.6700397707547504e-05,-7.478291028799246e-05
521,-7.225506983846637e-05,5.9463060263387525e-05
522,5.468238275879569e-05,-4.064273673349639e-05
523,9.992096096156704e-06,-7.344855481633314e-05
524,-6.0713593411882654e-05,-3.12697808422475e-05
525,4.869006933317964e-05,-7.112708309983475e-05
526,-6.940674429491252e-05,6.778462817298263e-05
527,3.310119987624001e-05,6.903485292675698e-05
528,9.854901704935704e-05,9.592280069375134e-06
529,5.669037740824939e-05,5.287457930246434e-05
530,-7.664074140339314e-05,5.075317384689981e-05
531,7.828462412591334e-05,4.487137876566324e-07
532,-3.5651248127072506e-05,-6.145245626381515e-05
533,-2.7589017661893388e-08,2.8262655511141347e-05
534,5.823121772337014e-05,3.2279023593240975e-05
535,-8.951060238487722e-05,3.3128531340513646e-05
536,-3.412038267338742e-05,-7.698824415611048e-06
537,3.4629191145232546e-05,-6.384448473878361e-05
538,-5.7024732115887216e-05,2.978427697375819e-05
539,4.445458683439365e-05,-3.211581511839093e-05
540,-3.2093687757697546e-05,-8.519543540918166e-05
541,4.588083340626788e-05,7.135513345651785e-05
542,1.603537927116309e-05,4.4712443698905e-05
543,1.5852064435232835e-05,3.874470028618415e-05
544,-8.61188649917859e-05,-3.952430614065545e-05
545,3.9278688792645125e-05,-2.365010672124426e-05
546,-3.838952478782611e-05,9.105412676540006e-05
547,-3.649072148963404e-05,3.23416090932861e-05
548,5.72122929799925e-05,-5.817307128553839e-05
